Date,Close,High,Low,Open
2005-01-02 23:00:00,1210.6,1210.6,1210.6,1210.6
2005-01-02 23:10:00,1210.9,1211.1,1210.9,1211.1
2005-01-02 23:20:00,1211.1,1211.1,1211.1,1211.1
2005-01-02 23:30:00,1210.9,1211.1,1210.9,1211.1
2005-01-02 23:40:00,1210.6,1210.6,1210.6,1210.6
2005-01-02 23:50:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 00:00:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 00:10:00,1211.1,1211.1,1210.9,1210.9
2005-01-03 00:20:00,1211.1,1211.1,1210.9,1210.9
2005-01-03 00:30:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 00:40:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 00:50:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 01:00:00,1210.9,1210.9,1210.6,1210.6
2005-01-03 01:10:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 01:20:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 01:30:00,1210.9,1211.1,1210.9,1211.1
2005-01-03 01:40:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 01:50:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 02:00:00,1211.1,1211.1,1211.1,1211.1
2005-01-03 02:10:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 02:20:00,1211.1,1211.1,1211.1,1211.1
2005-01-03 02:30:00,1211.4,1211.4,1211.1,1211.1
2005-01-03 02:40:00,1211.4,1211.4,1211.4,1211.4
2005-01-03 02:50:00,1211.1,1211.1,1211.1,1211.1
2005-01-03 03:00:00,1211.1,1211.1,1211.1,1211.1
2005-01-03 03:10:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 03:20:00,1210.9,1211.1,1210.9,1211.1
2005-01-03 03:30:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 03:40:00,1210.9,1210.9,1210.9,1210.9
2005-01-03 03:50:00,1210.6,1210.6,1210.6,1210.6
2005-01-03 04:00:00,1210.6,1210.6,1210.4,1210.4
2005-01-03 04:10:00,1210.1,1210.1,1210.1,1210.1
2005-01-03 04:20:00,1210.1,1210.1,1210.1,1210.1
2005-01-03 04:30:00,1210.1,1210.4,1210.1,1210.1
2005-01-03 04:40:00,1210.4,1210.4,1210.4,1210.4
2005-01-03 04:50:00,1210.4,1210.4,1210.4,1210.4
2005-01-03 05:00:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 05:10:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 05:20:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 05:30:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 05:40:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 05:50:00,1210.4,1210.4,1210.4,1210.4
2005-01-03 06:00:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 06:10:00,1210.2,1210.4,1210.2,1210.4
2005-01-03 06:20:00,1209.9,1209.9,1209.9,1209.9
2005-01-03 06:30:00,1209.9,1209.9,1209.9,1209.9
2005-01-03 06:40:00,1209.9,1209.9,1209.9,1209.9
2005-01-03 06:50:00,1209.9,1209.9,1209.9,1209.9
2005-01-03 07:00:00,1210.2,1210.2,1210.2,1210.2
2005-01-03 07:10:00,1210.4,1210.4,1210.4,1210.4
2005-01-03 07:20:00,1210.4,1210.4,1210.4,1210.4
2005-01-03 07:30:00,1210.4,1210.4,1210.2,1210.2
2005-01-03 07:40:00,1210.7,1210.7,1210.4,1210.4
2005-01-03 07:50:00,1211.2,1211.2,1211.2,1211.2
2005-01-03 08:00:00,1211.7,1211.7,1211.7,1211.7
2005-01-03 08:10:00,1213.4,1213.4,1213.4,1213.4
2005-01-03 08:20:00,1213.9,1213.9,1213.9,1213.9
2005-01-03 08:30:00,1215.6,1215.9,1215.6,1215.9
2005-01-03 08:40:00,1215.6,1215.6,1215.6,1215.6
2005-01-03 08:50:00,1215.4,1215.6,1215.4,1215.6
2005-01-03 09:00:00,1216.1,1216.4,1216.1,1216.4
2005-01-03 09:10:00,1216.9,1217.1,1216.9,1217.1
2005-01-03 09:20:00,1217.1,1217.4,1217.1,1217.4
2005-01-03 09:30:00,1217.6,1217.6,1217.6,1217.6
2005-01-03 09:40:00,1217.4,1217.4,1217.1,1217.1
2005-01-03 09:50:00,1216.9,1216.9,1216.9,1216.9
2005-01-03 10:00:00,1216.9,1217.1,1216.6,1216.9
2005-01-03 10:10:00,1216.1,1216.1,1215.9,1215.9
2005-01-03 10:20:00,1215.6,1215.6,1215.6,1215.6
2005-01-03 10:30:00,1215.9,1215.9,1215.9,1215.9
2005-01-03 10:40:00,1215.9,1215.9,1215.9,1215.9
2005-01-03 10:50:00,1215.6,1215.9,1215.6,1215.9
2005-01-03 11:00:00,1215.9,1215.9,1215.9,1215.9
2005-01-03 11:10:00,1216.1,1216.1,1216.1,1216.1
2005-01-03 11:20:00,1216.6,1216.6,1216.6,1216.6
2005-01-03 11:30:00,1216.6,1216.9,1216.6,1216.6
2005-01-03 11:40:00,1216.1,1216.1,1216.1,1216.1
2005-01-03 11:50:00,1216.6,1216.6,1216.4,1216.4
2005-01-03 12:00:00,1216.4,1216.4,1216.4,1216.4
2005-01-03 12:10:00,1216.1,1216.1,1216.1,1216.1
2005-01-03 12:20:00,1216.4,1216.6,1216.4,1216.6
2005-01-03 12:30:00,1215.9,1215.9,1215.9,1215.9
2005-01-03 12:40:00,1215.9,1215.9,1215.9,1215.9
2005-01-03 12:50:00,1215.6,1215.9,1215.6,1215.6
2005-01-03 13:00:00,1215.4,1215.4,1215.4,1215.4
2005-01-03 13:10:00,1215.2,1215.4,1215.2,1215.4
2005-01-03 13:20:00,1215.7,1215.7,1215.7,1215.7
2005-01-03 13:30:00,1215.7,1215.7,1215.7,1215.7
2005-01-03 13:40:00,1215.4,1215.7,1215.4,1215.7
2005-01-03 13:50:00,1215.4,1215.7,1215.4,1215.7
2005-01-03 14:00:00,1215.9,1216.2,1215.9,1216.2
2005-01-03 14:10:00,1214.9,1215.4,1214.9,1215.2
2005-01-03 14:20:00,1215.7,1215.7,1214.9,1215.2
2005-01-03 14:30:00,1216.7,1217.4,1216.7,1217.1
2005-01-03 14:40:00,1216.2,1216.7,1215.7,1216.4
2005-01-03 14:50:00,1214.9,1215.2,1214.9,1215.2
2005-01-03 15:00:00,1211.7,1211.7,1210.7,1210.7
2005-01-03 15:10:00,1209.9,1210.4,1209.7,1209.7
2005-01-03 15:20:00,1209.7,1209.9,1209.4,1209.9
2005-01-03 15:30:00,1207.9,1207.9,1207.4,1207.7
2005-01-03 15:40:00,1207.9,1208.2,1207.7,1207.9
2005-01-03 15:50:00,1208.2,1208.4,1207.9,1207.9
2005-01-03 16:00:00,1205.9,1205.9,1205.4,1205.9
2005-01-03 16:10:00,1206.4,1206.4,1206.2,1206.2
2005-01-03 16:20:00,1206.9,1206.9,1206.4,1206.4
2005-01-03 16:30:00,1207.7,1207.9,1207.4,1207.7
2005-01-03 16:40:00,1208.2,1208.9,1208.2,1208.9
2005-01-03 16:50:00,1207.9,1208.4,1207.9,1208.2
2005-01-03 17:00:00,1207.4,1207.7,1207.2,1207.4
2005-01-03 17:10:00,1206.2,1206.9,1205.9,1206.9
2005-01-03 17:20:00,1205.9,1206.2,1205.9,1205.9
2005-01-03 17:30:00,1205.9,1206.2,1205.7,1205.9
2005-01-03 17:40:00,1206.7,1206.9,1206.4,1206.9
2005-01-03 17:50:00,1206.7,1206.7,1206.4,1206.4
2005-01-03 18:00:00,1205.2,1205.2,1204.9,1204.9
2005-01-03 18:10:00,1206.2,1206.4,1205.9,1206.2
2005-01-03 18:20:00,1202.9,1203.2,1202.4,1202.4
2005-01-03 18:30:00,1203.9,1204.4,1203.7,1203.9
2005-01-03 18:40:00,1203.7,1203.9,1203.4,1203.7
2005-01-03 18:50:00,1203.2,1203.7,1202.4,1203.4
2005-01-03 19:00:00,1203.4,1203.7,1203.2,1203.4
2005-01-03 19:10:00,1203.7,1203.9,1203.7,1203.9
2005-01-03 19:20:00,1203.2,1203.4,1202.9,1203.4
2005-01-03 19:30:00,1204.4,1204.7,1204.2,1204.4
2005-01-03 19:40:00,1204.2,1204.2,1203.9,1204.2
2005-01-03 19:50:00,1202.7,1202.9,1202.2,1202.7
2005-01-03 20:00:00,1202.7,1203.2,1202.2,1203.2
2005-01-03 20:10:00,1200.7,1201.4,1200.7,1201.4
2005-01-03 20:20:00,1201.4,1201.7,1201.0,1201.2
2005-01-03 20:30:00,1200.0,1200.2,1199.5,1200.2
2005-01-03 20:40:00,1200.0,1200.2,1199.7,1200.0
2005-01-03 20:50:00,1200.5,1200.7,1200.0,1200.5
2005-01-03 21:00:00,1201.9,1201.9,1201.7,1201.9
2005-01-03 21:10:00,1203.4,1203.4,1202.4,1202.4
2005-01-03 21:20:00,1203.4,1203.4,1202.4,1202.4
2005-01-03 21:30:00,1202.7,1202.7,1202.7,1202.7
2005-01-03 21:40:00,1202.4,1202.4,1202.2,1202.2
2005-01-03 21:50:00,1202.2,1202.4,1202.2,1202.4
2005-01-03 22:00:00,1202.7,1202.7,1202.4,1202.4
2005-01-03 22:10:00,1202.4,1202.4,1202.4,1202.4
2005-01-03 22:20:00,1202.9,1202.9,1202.9,1202.9
2005-01-03 22:30:00,1202.9,1202.9,1202.9,1202.9
2005-01-03 22:40:00,1202.9,1202.9,1202.9,1202.9
2005-01-03 22:50:00,1202.9,1202.9,1202.9,1202.9
2005-01-03 23:00:00,1202.9,1202.9,1202.9,1202.9
2005-01-03 23:10:00,1203.2,1203.2,1203.2,1203.2
2005-01-03 23:20:00,1203.0,1203.0,1203.0,1203.0
2005-01-03 23:30:00,1203.0,1203.0,1203.0,1203.0
2005-01-03 23:40:00,1203.2,1203.2,1203.2,1203.2
2005-01-03 23:50:00,1203.2,1203.5,1203.2,1203.5
2005-01-04 00:00:00,1203.2,1203.2,1203.2,1203.2
2005-01-04 00:10:00,1203.2,1203.2,1203.2,1203.2
2005-01-04 00:20:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 00:30:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 00:40:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 00:50:00,1203.2,1203.2,1203.2,1203.2
2005-01-04 01:00:00,1203.2,1203.2,1203.2,1203.2
2005-01-04 01:10:00,1203.2,1203.2,1203.2,1203.2
2005-01-04 01:20:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 01:30:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 01:40:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 01:50:00,1203.5,1203.5,1203.5,1203.5
2005-01-04 02:00:00,1203.7,1203.7,1203.7,1203.7
