Date,Close,High,Low,Open
2005-01-03 07:00:00,3820.5,3820.5,3820.0,3820.0
2005-01-03 07:10:00,3821.5,3821.5,3821.5,3821.5
2005-01-03 07:20:00,3822.5,3822.5,3822.0,3822.0
2005-01-03 07:30:00,3821.0,3823.0,3821.0,3822.5
2005-01-03 07:40:00,3822.0,3822.0,3822.0,3822.0
2005-01-03 07:50:00,3828.5,3832.0,3828.5,3828.5
2005-01-03 08:00:00,3828.5,3828.5,3826.0,3826.5
2005-01-03 08:10:00,3841.5,3841.5,3839.5,3841.5
2005-01-03 08:20:00,3847.5,3848.0,3846.0,3846.0
2005-01-03 08:30:00,3863.5,3863.5,3861.5,3862.0
2005-01-03 08:40:00,3865.0,3865.5,3864.5,3865.0
2005-01-03 08:50:00,3867.5,3868.0,3867.5,3867.5
2005-01-03 09:00:00,3871.5,3872.5,3871.5,3872.0
2005-01-03 09:10:00,3877.0,3877.5,3876.5,3877.0
2005-01-03 09:20:00,3879.5,3880.5,3879.5,3880.0
2005-01-03 09:30:00,3877.5,3878.0,3876.5,3878.0
2005-01-03 09:40:00,3878.5,3878.5,3878.0,3878.0
2005-01-03 09:50:00,3875.0,3876.0,3874.5,3875.5
2005-01-03 10:00:00,3872.5,3874.0,3872.5,3873.5
2005-01-03 10:10:00,3870.5,3871.0,3870.0,3870.0
2005-01-03 10:20:00,3870.0,3870.5,3869.5,3870.0
2005-01-03 10:30:00,3869.5,3870.0,3869.0,3870.0
2005-01-03 10:40:00,3872.5,3872.5,3872.5,3872.5
2005-01-03 10:50:00,3872.0,3872.0,3872.0,3872.0
2005-01-03 11:00:00,3871.5,3872.0,3871.5,3872.0
2005-01-03 11:10:00,3874.0,3874.5,3873.0,3873.5
2005-01-03 11:20:00,3875.5,3875.5,3875.0,3875.0
2005-01-03 11:30:00,3875.0,3875.0,3874.5,3874.5
2005-01-03 11:40:00,3876.0,3876.0,3876.0,3876.0
2005-01-03 11:50:00,3877.5,3878.0,3877.0,3877.0
2005-01-03 12:00:00,3878.5,3878.5,3877.5,3877.5
2005-01-03 12:10:00,3877.5,3877.5,3877.5,3877.5
2005-01-03 12:20:00,3876.0,3876.0,3876.0,3876.0
2005-01-03 12:30:00,3873.5,3873.5,3873.5,3873.5
2005-01-03 12:40:00,3873.0,3873.0,3873.0,3873.0
2005-01-03 12:50:00,3867.5,3869.5,3867.5,3869.5
2005-01-03 13:00:00,3869.5,3870.0,3869.0,3870.0
2005-01-03 13:10:00,3868.0,3868.5,3868.0,3868.5
2005-01-03 13:20:00,3870.5,3870.5,3870.5,3870.5
2005-01-03 13:30:00,3868.5,3868.5,3868.5,3868.5
2005-01-03 13:40:00,3870.5,3870.5,3869.5,3869.5
2005-01-03 13:50:00,3870.0,3870.0,3870.0,3870.0
2005-01-03 14:00:00,3870.1,3870.6,3870.1,3870.6
2005-01-03 14:10:00,3870.6,3871.1,3870.6,3870.6
2005-01-03 14:20:00,3868.6,3868.6,3868.1,3868.6
2005-01-03 14:30:00,3873.1,3874.1,3872.6,3873.6
2005-01-03 14:40:00,3873.1,3873.6,3871.6,3873.6
2005-01-03 14:50:00,3872.6,3874.1,3872.6,3873.1
2005-01-03 15:00:00,3863.6,3863.6,3862.1,3862.1
2005-01-03 15:10:00,3855.1,3855.6,3854.1,3854.6
2005-01-03 15:20:00,3856.6,3857.6,3856.6,3856.6
2005-01-03 15:30:00,3851.6,3852.1,3850.1,3850.1
2005-01-03 15:40:00,3853.1,3853.1,3852.1,3852.6
2005-01-03 15:50:00,3856.1,3857.1,3856.1,3857.1
2005-01-03 16:00:00,3848.1,3848.6,3848.1,3848.1
2005-01-03 16:10:00,3849.1,3849.1,3848.1,3848.1
2005-01-03 16:20:00,3855.6,3857.1,3854.6,3854.6
2005-01-03 16:30:00,3856.6,3856.6,3856.6,3856.6
2005-01-03 16:40:00,3858.1,3858.6,3858.1,3858.6
2005-01-03 16:50:00,3857.6,3857.6,3857.1,3857.1
2005-01-03 17:00:00,3857.1,3857.1,3856.1,3856.1
2005-01-03 17:10:00,3855.6,3856.1,3855.1,3856.1
2005-01-03 17:20:00,3855.1,3855.6,3855.1,3855.6
2005-01-03 17:30:00,3854.6,3854.6,3853.6,3854.1
2005-01-03 17:40:00,3858.1,3858.1,3858.1,3858.1
2005-01-03 17:50:00,3858.1,3858.1,3858.1,3858.1
2005-01-03 18:00:00,3853.1,3853.6,3853.1,3853.6
2005-01-03 18:10:00,3855.6,3855.6,3855.6,3855.6
2005-01-03 18:20:00,3848.1,3848.1,3848.1,3848.1
2005-01-03 18:30:00,3851.1,3851.1,3850.6,3850.6
2005-01-03 18:40:00,3850.6,3850.6,3850.6,3850.6
2005-01-03 18:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 19:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 19:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 19:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 19:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 19:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 19:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 20:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 20:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 20:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 20:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 20:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 20:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 21:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 21:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 21:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 21:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 21:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 21:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 22:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 22:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 22:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 22:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 22:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 22:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 23:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 23:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 23:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 23:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 23:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-03 23:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 00:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 00:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 00:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 00:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 00:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 00:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 01:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 01:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 01:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 01:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 01:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 01:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 02:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 02:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 02:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 02:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 02:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 02:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 03:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 03:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 03:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 03:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 03:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 03:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 04:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 04:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 04:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 04:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 04:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 04:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 05:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 05:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 05:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 05:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 05:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 05:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 06:00:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 06:10:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 06:20:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 06:30:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 06:40:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 06:50:00,3847.1,3849.1,3847.1,3848.6
2005-01-04 07:00:00,3843.8,3843.8,3842.8,3842.8
2005-01-04 07:10:00,3841.8,3841.8,3841.8,3841.8
2005-01-04 07:20:00,3840.3,3840.3,3840.3,3840.3
2005-01-04 07:30:00,3844.3,3844.3,3840.8,3841.8
2005-01-04 07:40:00,3844.8,3844.8,3844.8,3844.8
2005-01-04 07:50:00,3847.8,3847.8,3846.3,3846.3
2005-01-04 08:00:00,3851.3,3851.3,3849.8,3850.3
2005-01-04 08:10:00,3857.3,3857.8,3856.3,3856.3
2005-01-04 08:20:00,3856.8,3856.8,3856.8,3856.8
2005-01-04 08:30:00,3856.8,3856.8,3856.8,3856.8
2005-01-04 08:40:00,3853.8,3854.3,3853.8,3854.3
2005-01-04 08:50:00,3857.8,3858.3,3857.8,3857.8
2005-01-04 09:00:00,3856.3,3857.3,3856.3,3857.3
2005-01-04 09:10:00,3856.8,3856.8,3854.8,3854.8
2005-01-04 09:20:00,3864.3,3864.8,3863.3,3863.3
2005-01-04 09:30:00,3862.8,3864.3,3862.8,3863.8
2005-01-04 09:40:00,3861.3,3861.3,3861.3,3861.3
2005-01-04 09:50:00,3862.3,3863.8,3862.3,3863.8
2005-01-04 10:00:00,3857.8,3858.8,3857.8,3858.8
2005-01-04 10:10:00,3859.8,3859.8,3858.3,3858.3
2005-01-04 10:20:00,3858.3,3858.8,3858.3,3858.8
2005-01-04 10:30:00,3860.8,3860.8,3860.8,3860.8
2005-01-04 10:40:00,3862.8,3863.3,3862.8,3863.3
2005-01-04 10:50:00,3863.3,3863.3,3862.8,3862.8
2005-01-04 11:00:00,3862.8,3862.8,3862.3,3862.3
2005-01-04 11:10:00,3864.3,3864.8,3864.3,3864.8
2005-01-04 11:20:00,3867.8,3867.8,3867.3,3867.3
2005-01-04 11:30:00,3865.8,3865.8,3865.8,3865.8
2005-01-04 11:40:00,3864.8,3864.8,3864.8,3864.8
2005-01-04 11:50:00,3863.8,3863.8,3863.3,3863.3
2005-01-04 12:00:00,3862.8,3862.8,3862.3,3862.8
2005-01-04 12:10:00,3863.3,3863.3,3863.3,3863.3
2005-01-04 12:20:00,3862.8,3862.8,3862.8,3862.8
2005-01-04 12:30:00,3863.3,3863.3,3862.8,3863.3
2005-01-04 12:40:00,3863.3,3863.8,3863.3,3863.8
2005-01-04 12:50:00,3863.3,3863.8,3862.8,3863.8
2005-01-04 13:00:00,3861.4,3861.9,3861.4,3861.9
2005-01-04 13:10:00,3860.4,3860.4,3860.4,3860.4
2005-01-04 13:20:00,3860.9,3860.9,3860.9,3860.9
2005-01-04 13:30:00,3859.4,3861.4,3859.4,3860.9
2005-01-04 13:40:00,3859.4,3859.4,3858.9,3859.4
2005-01-04 13:50:00,3861.4,3861.4,3860.4,3860.4
2005-01-04 14:00:00,3862.9,3863.4,3862.4,3863.4
2005-01-04 14:10:00,3862.9,3862.9,3862.9,3862.9
2005-01-04 14:20:00,3862.9,3862.9,3861.9,3862.9
2005-01-04 14:30:00,3863.9,3865.4,3863.9,3865.4
2005-01-04 14:40:00,3864.9,3864.9,3863.4,3864.4
2005-01-04 14:50:00,3863.4,3864.9,3862.9,3863.9
2005-01-04 15:00:00,3871.9,3872.9,3871.9,3872.9
2005-01-04 15:10:00,3870.9,3870.9,3870.4,3870.4
2005-01-04 15:20:00,3862.9,3862.9,3861.9,3862.4
2005-01-04 15:30:00,3861.9,3863.4,3861.4,3863.4
2005-01-04 15:40:00,3857.9,3858.9,3856.4,3857.4
2005-01-04 15:50:00,3856.4,3858.4,3855.9,3857.4
2005-01-04 16:00:00,3856.4,3856.4,3853.9,3854.4
2005-01-04 16:10:00,3859.4,3859.4,3858.4,3858.4
2005-01-04 16:20:00,3861.9,3862.4,3859.9,3859.9
2005-01-04 16:30:00,3866.4,3866.4,3865.4,3865.9
2005-01-04 16:40:00,3863.9,3863.9,3862.9,3863.4
2005-01-04 16:50:00,3862.4,3862.4,3862.4,3862.4
2005-01-04 17:00:00,3858.9,3859.4,3858.9,3859.4
2005-01-04 17:10:00,3856.4,3856.4,3855.9,3855.9
2005-01-04 17:20:00,3855.4,3855.4,3854.9,3854.9
2005-01-04 17:30:00,3854.9,3854.9,3854.9,3854.9
2005-01-04 17:40:00,3856.9,3857.4,3856.9,3857.4
2005-01-04 17:50:00,3852.4,3854.9,3852.4,3854.9
2005-01-04 18:00:00,3855.9,3855.9,3855.9,3855.9
2005-01-04 18:10:00,3856.4,3856.4,3856.4,3856.4
2005-01-04 18:20:00,3855.4,3855.4,3853.9,3853.9
2005-01-04 18:30:00,3851.9,3853.9,3851.9,3853.4
2005-01-04 18:40:00,3853.9,3853.9,3853.4,3853.4
2005-01-04 18:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 19:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 19:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 19:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 19:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 19:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 19:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 20:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 20:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 20:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 20:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 20:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 20:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 21:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 21:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 21:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 21:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 21:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 21:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 22:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 22:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 22:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 22:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 22:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 22:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 23:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 23:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 23:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 23:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 23:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-04 23:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 00:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 00:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 00:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 00:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 00:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 00:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 01:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 01:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 01:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 01:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 01:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 01:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 02:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 02:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 02:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 02:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 02:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 02:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 03:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 03:10:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 03:20:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 03:30:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 03:40:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 03:50:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 04:00:00,3849.4,3849.9,3848.9,3848.9
2005-01-05 04:10:00,3849.4,3849.9,3848.9,3848.9
